source,target,frequency
{'Dreama Collins'},{'T'},1
{'lou witcher era'},{'TheRealLauraB '},1
{'Maty'},{' Mindy King '},1
{'may'},"{' We don t talk about L A ', 'no', 'amalia', 'ezra'}",4
{'ker'},{'Sam Cooke '},1
{' Liz '},{'Hughy'},1
{'Lina'},{'Aishacat '},1
{'pookie'},{'battz'},1
{'Ang Xim'},{'Liono Grinch'},1
{'dudi'},{'Sam Cooke '},1
{'Paul Rudd Enthusiast '},{'Pussygalore'},1
{'Thomas Jones '},{'marielis'},1
{'Tom Harris'},"{'Kimmi Wald Mignons ', 'PeaEss', 'FudgeAbout'}",3
{'Mar'},{'Kelly Smahlt'},1
{' Hana '},{'Scryndi SouthFloridaThrifter'},1
{'WANG'},{'Amanda Penny'},1
{'SCREAM tastic '},{' God '},1
{'Audrey'},{'Horae of Peace'},1
{' '},{'Belinda '},1
{'Joshua Drake'},{'Blue Gansey is kind of on a break'},1
{'gigil'},{'Sally Star'},1
{'regan '},{'Vassos F '},1
{'Qing Donnie Yoshi'},{'SimonBarreBrisebois'},1
{'Charlotte'},{'Violetta'},1
{'Maya Hadzhipetkova'},{'Pussygalore'},1
{'Suellen S DEPPHEAD'},{'margo '},1
{' Papi Schmear '},{'Anel'},1
{'la familia'},{'Iris IT '},1
{' i am all too unwell '},{'Victoria Breakwell Wald Mignon '},1
{'rubi'},"{'againstdomesticviolence', 'TheWonderfulWorldofTracy'}",2
{'Daniel Hallquist'},{'ByeByeSuccubus'},1
{'Phoenix'},"{' Mort Rainey', 'Kate'}",2
{'Tiresome'},{' SEC On A Break'},1
{'Ivan De La Garza'},{'SimonBarreBrisebois'},1
{'Victoria '},"{'Paula ', 'Game Over ', ' Kerryanne E Wald Mignon ', 'J G Depp ', 'Violetta', ' rem Ya mur JDForever', 'Elisa Day'}",7
{'Brandon Horner'},{'Allen Shaw Waldman Self Elected Affirmation Fae '},1
{'Rowan'},{'Mellie '},1
{'tsukky x'},{'Ewinters Wald Mignon'},1
{'depraesthetic gaming'},{'Blue Gansey is kind of on a break'},1
{'Jennifer '},{'Nana La'},1
{'Captain Bool Bool '},{'Lisa '},1
{'CCS'},{'SweetChastity'},1
{'Cristian'},{'TheMadRatter Gwennafran '},1
{'Happiest Dr Kaxu Take Two Sucks'},{'Marvel Fury'},1
{'Queen of the Realm'},{' '},1
{' '},{'Cheryl Drake '},1
{'Illicit fentanyl is Killing people '},{'Aishacat '},1
{'love '},"{'Kountry Waldmignon ', 'TerryEllahElsa'}",2
{'eeva'},{'Valeria '},1
{' '},{'raha'},1
{'Ellie '},{'Tempest'},1
{'Gary'},{'TheMadRatter Gwennafran '},1
{' '},"{'The Phantom of the Opera', 'mikael', 'mary', 'epiphany', 'Anna ', 'Sky', 'z'}",7
{'bea DawnFM'},{' marceloponzo '},1
{'Bats '},{'DorkAngel GBW'},1
{'Patricia Van Ree IBELIEVEJOHNNYDEPP'},{'Victoria Breakwell Wald Mignon '},1
{'Cherry B '},"{'Pamela McCafferty', 'Nana La', 'Kountry Waldmignon ', 'TerryEllahElsa', 'VashtiV mainlines avocados sings like a cat'}",5
{'Benign Numbers Station'},{'Sharis '},1
{'Alexandra Diot'},{' rhiane '},1
{'jaesyun'},{'Worldie Social Media for Good'},1
{'James Sylvanus'},{'Rebecca Mew JusticeForJohnnyDepp Justice4JenHowell'},1
{'Tea '},{'Rebecca Mew JusticeForJohnnyDepp Justice4JenHowell'},1
{' '},{'NE1ButtHim'},1
{' '},{'international playgirl'},1
{'Tai Ironclaw Ultimate Despair Initial D'},"{'TanHar', 'Lisa Salustri'}",2
{'lea'},{'Estelle'},1
{'Nidalee '},{' '},1
{'M N SLN '},{' '},1
{''},{' '},1
{' '},{' '},1
{'Enemy Of Atlantis '},"{'Belinda ', 'windali'}",2
{'Lora Aileen'},{'Moonbeam429'},1
{'kaelyn '},"{'Berenice', 'Kris '}",2
{'T s Time'},{' Om Dr mm '},1
{'Whitney Wonders'},"{'Berenice', 'Karen S nchez', 'Chacun fait c qui lui pla t '}",3
{'Not Woke Wide Awake'},{' Mort Rainey'},1
{'LL Hedny'},{'Luna JD'},1
{'Madame Tease'},{'Teri Carson '},1
{'Eric Naulleau n est pas de gauche'},"{'Spirit of Dani ', 'Kountry Waldmignon ', 'Tilda B ', ' is off '}",4
{'Trallallero'},"{'TheMadRatter Gwennafran ', 'Tongo Bozzie ', 'Mellie ', 'Depp Movie Night', 'Lora Dee', 'SimonBarreBrisebois', 'Emreiyneth', 'Cheryl ', 'Raiani Freitas'}",9
{' '},{'Mellie '},1
{'Lucy C'},"{'Libby JusticeForJohnnyDepp', 'SimonBarreBrisebois', ' Martpunchispunchis', 'Camilo supremacy '}",4
{'Alex'},"{'Sandra Deanne', 'Tongo Bozzie ', 'Kelly Smahlt', 'blahbydodaday', 'Ge rgie ', 'Piggy of the Magic land ', 'Carola', 'Amelia Bujar', 'BeCurious', 'Kinsey Crosby', 'Darya', ' ', 'Belinda ', 'Aishacat ', 'Van', 'Julie JusticeForJohnnyDepp ', 'Wholelottacreativity', 'pirate justiceforjohnnydepp', 'Teri Carson ', 'Blue Gansey is kind of on a break', 'seedoftruth ', 'Anastasia', 'UNCANCEL JOHNNY DEPP', 'idekwhatisgoingon', ' Alicia Jewell ', 'SimonBarreBrisebois', 'Kilpikonnanyst v ', 'Violetta', 'Karina', 'abbieee', 'DeppFanPage ', 'Kountry Waldmignon ', 'Kerri McCoy', 'Johnny s Angel ', 'Horae of Peace'}",35
{'Common Man Podcaster'},{'Kountry Waldmignon '},1
{'rita'},{'Cheryl Drake '},1
{'Naveen R'},"{'Sweetest Sands ustice or ohnny epp ', ' Dr Deanna Troi', 'Kat '}",3
{'Eccentrik Hat'},"{'Depp Movie Night', 'Lakota Di', ' Katie Waldman Depphead'}",3
{'itsmebrendan'},"{' ', 'margo '}",2
{'rj revenge slut'},{'Elisa Day'},1
{'BK '},{'Katie I Stand With Johnny Depp '},1
{'Cr quet '},"{'Lucy ', 'Kelly Smahlt'}",2
{'Oyindamola Afrixx'},{'Julie JusticeForJohnnyDepp '},1
{'Jay Hayer'},{'Mellie '},1
{' '},{'Bazarette74'},1
{'Jeremaya2'},{'Lara Depp'},1
{'Vane Fx'},{' classicpaws '},1
{'lucas'},"{'inchhighpi', 'Dreamer '}",2
{'Lisa Gandini'},{'Teri Carson '},1
{'minaboo'},{'Louise Hatfield'},1
{' A'},{'Andreea DeppHead of Romania Cacoveanu'},1
{'justice for johnny depp'},"{' ', 'ForDaMik JohnnyDeppIsInnocent Justice', 'miaa', 'Violetta', 'Raiani Freitas', 'Dr Jayne B Waldmingon PHD '}",6
{'Taylor Webb'},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'LadySmurfette'},{'Black Dahlia'},1
{' '},{'Mellie '},1
{'Vaielena'},{' '},1
{'Fernando Moreno'},"{'MadMaria Wald mignon', 'Aviana2015', 'Violetta'}",3
{'Rebecca'},"{'jackie findlay', ' is off '}",2
{'Crystal Spears'},"{'Kris ', 'Tilda B '}",2
{'Alan'},{'Azzie'},1
{'HappyHippyResister'},{'Jamile Araujo Martinski'},1
{' '},"{'Kris ', 'Raiani Freitas'}",2
{' '},{'seedoftruth '},1
{'Truth Seeker Time Traveler'},"{' TeaMoriarty ', 'Kris ', 'Raiani Freitas', 'Kelly Smahlt'}",4
{' '},"{' ', 'Kountry Waldmignon ', 'Nana La'}",3
{'PAPIII'},{'Depp Movie Night'},1
{'rosie '},{'TheMadRatter Gwennafran '},1
{'Tammy Bloome'},"{'Berenice', 'p60p45', 'bairdbeth64', 'The Twisted Samurai', 'BeCurious', 'Cheryl '}",6
{'Armita'},{'Kris '},1
{'DECISIVE asf'},"{' ', 'Aviana2015', 'Nicole Marie', 'honey volk', 'Kountry Waldmignon ', 'Kerri McCoy', 'lenni Wald Mignon', 'John Waldman ', 'Constanza Bonapart', 'YouGottaBeKiddingMe2121', 'HoneyHani', 'powpowpunch'}",12
{'Ribal T A'},{'TheMadRatter Gwennafran '},1
{'Valeria '},"{'Berenice', 'p60p45', 'ForDaMik JohnnyDeppIsInnocent Justice', 'M nik M', 'Aishacat '}",5
{'cristina'},{'PatriotMan'},1
{'ALPHA'},{'SweetChastity'},1
{'BRUCE WAYNE'},"{'TheMadRatter Gwennafran ', 'Anna Timeline Warrior', 'The Twisted Samurai', 'lisa Jovi', 'Pussygalore', 'Kris ', 'Dr Jayne B Waldmingon PHD '}",7
{'All yours Babooshka ya ya'},{'Teri Carson '},1
{'MoreFilms04'},{'Mea parvitas KeepJohnnyDeppAfloat'},1
{'againstdomesticviolence'},{'Mea parvitas KeepJohnnyDeppAfloat'},1
{'Mars '},{'Liono Grinch'},1
{'Fredo'},{'Dr Jayne B Waldmingon PHD '},1
{'Worldie Social Media for Good'},{'Raiani Freitas'},1
{'dad stealer'},{'Lara Depp'},1
{'Lucas'},{'TheLightofTheLibrary JusticeForJohnnyDepp'},1
{'Ma x c'},{'Kountry Waldmignon '},1
{'Hanna'},"{'Berenice', 'M nik M'}",2
{'Depp Magic '},"{'TheMadRatter Gwennafran ', 'Cheryl Drake '}",2
{' Sgt Kirby Whole'},"{'TheMadRatter Gwennafran ', 'Cheryl Drake ', 'YouGottaBeKiddingMe2121', 'Dr Jayne B Waldmingon PHD ', 'Camilo supremacy '}",5
{'Anissa Collector of Chaos'},{'Cheryl Drake '},1
{'kardelen naz'},{'Kountry Waldmignon '},1
{' '},{'Cheryl Drake '},1
{'The Marvel Sheriff'},"{'Mellie ', 'TheMadRatter Gwennafran ', 'Dee'}",3
{'gabii '},{' is off '},1
{'Trinity Texas Furry Fiesta'},{'Lara Depp'},1
{'Radyo '},"{'Kerri McCoy', 'Lakota Di', 'Tongo Bozzie ', 'Dr Jayne B Waldmingon PHD '}",4
{'Timothy Church'},"{'Jamile Araujo Martinski', 'TheMadRatter Gwennafran ', 'Cheryl Drake '}",3
{'Scarlett Archuleta'},{'Cheryl Drake '},1
{'Sarah'},{'MummyMorag'},1
{'RoxyPily'},{'Cheryl Drake '},1
{'Carlos'},{'carla '},1
{'Mari'},{'RoyaltiD DeppWarriors'},1
{'William RUTO 4 PRESIDENT 2022'},"{'lisa Jovi', 'Cheryl Drake '}",2
{'Selphares'},"{' ', 'Mea parvitas KeepJohnnyDeppAfloat', 'Underblank ', 'Elle Rose ', 'Mellie ', 'Misu Mignonne ', 'Lisa Salustri', 'Georgie Macbeth', 'Blue Gansey is kind of on a break', 'You know it makes sense ', 'powpowpunch'}",11
{'bibi hadid'},"{'Aishacat ', 'Lisa Salustri'}",2
{'Zhuldyz'},"{'Pussygalore', 'aria two'}",2
{'Telma'},{'SimonBarreBrisebois'},1
{' '},"{'Super Tecmo Chaunlisimo ', 'shaafs'}",2
{'Choi Mu Jin Fan Account'},{'Stepney'},1
{' '},{'Victoria Breakwell Wald Mignon '},1
{'Irish Depp Fans JusticeForJohnnyDepp'},{'Tongo Bozzie '},1
{'The Nintendude s'},{'Luxdarlz'},1
{'its lexi without an e'},{'TheMadRatter Gwennafran '},1
{'Ozorian Trainer'},{'Libby JusticeForJohnnyDepp'},1
{'Just Jay'},{'sunicamarkovic'},1
{'Julielen Fonseca'},{'Libby JusticeForJohnnyDepp'},1
{'Isabelle'},{'Dr Jayne B Waldmingon PHD '},1
{'Levi'},{'Crista Lea'},1
{'earth angel '},{'Tepa M T'},1
{'Buy Yourself Some Money'},{'SweetChastity'},1
{'ReBeLLiOuS '},{'Marcel Arcaya'},1
{'WestCoastMeshFighter WCMF'},{'Victoria Breakwell Wald Mignon '},1
{'Tuck Frump'},"{' ', 'Libby JusticeForJohnnyDepp', 'Tongo Bozzie ', 'MadMaria Wald mignon', 'The Twisted Samurai', 'Samaa Marji'}",6
{'DP '},{'Tongo Bozzie '},1
{'Zara Zohl'},"{'Princess Consuela Bananahammock', 'Calamity', 'blackrainbowsxo', ' Om Dr mm '}",4
{' R a V e N '},{'Aylin'},1
{' ally '},"{'Debra Kolb', 'Mar a Laura Cristina'}",2
{'shaw '},{'Aamina'},1
{'life is a b tch'},"{'Andrea Deledda', 'Martina Snape ', 'Guilherme Leirosa', 'Spirit of Dani '}",4
{'jd hide'},"{'Kountry Waldmignon ', 'TheMadRatter Gwennafran '}",2
{'Jack '},{'Chacun fait c qui lui pla t '},1
{'Louise Hatfield'},{' SEC On A Break'},1
{'Cindai33'},"{'', 'Kountry Waldmignon '}",2
{'Ghee Buttersnaps'},{'Aylin'},1
{'gravy mask'},{'Samaa Marji'},1
{'Don t Stop Me Now '},{'p60p45'},1
{'Justin '},{' Kerryanne E Wald Mignon '},1
{'res ipsa loquitur savvy '},"{'Metehan ', 'k bxo '}",2
{' '},{'Misu Mignonne '},1
{' spideykoo enjoyer'},{'clara baby '},1
{' Cysia they he she '},{'Raiani Freitas'},1
{'lana del rey s bitch '},"{'Bee ', 'Patcar'}",2
{'S'},"{'Rebecca fisher', 'Equality for All', 'Anastasia', 'Samaa Marji'}",4
{'Anna Michaloudi'},"{'Juanma', 'N Antonio '}",2
{'Javierep DUNE'},{'Mellie '},1
{'Joez low'},{'Fucking Supreme '},1
{'ShogureIsTiredOfSchool'},{'TheMadRatter Gwennafran '},1
{'Chlo '},{'Samaa Marji'},1
{'Isa'},"{' ', 'Anastasia', 'Violetta', 'deanna pronounced DEENA'}",4
{'Ernesto Hernandez'},"{'Sally Star', 'Nova Wald Mignon', 'Nor33 '}",3
{'carol'},{'pb def '},1
{'Claudia Viveros'},{'The Twisted Samurai'},1
{'TroubledS A F'},{'Lara Depp'},1
{'Sophie Laura day '},{'Libby JusticeForJohnnyDepp'},1
{'Selenasheartbeat ELMIR '},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Kelly Smahlt'}",2
{'Nolan Massey'},{' '},1
{'TristaJordanFilmTelevisionAuthor'},"{'Horae of Peace', 'BeCurious'}",2
{'Ace Sedai Cobra Kai Era'},"{'Libby JusticeForJohnnyDepp', 'Kris '}",2
{'Max'},{'jackie findlay'},1
{'blahbydodaday'},{'Lady Stardust '},1
{'Daily'},{' is off '},1
{'Kevin'},{'DECISIVE asf'},1
{'Melanie'},"{'Lay', ' Melisa Williams ', 'LillyJane916', 'Piggy of the Magic land ', 'FlowerBOT', 'Pam K ', 'Samantha Lane Maddox ', 'sharon de noel gallagher', 'BeCurious', 'Blue Rose', 'bulletproof warriors', 'Lagertha', 'Kerry saw NWH', ' ', 'Dee ', 'Candi', 'Fleeee', 'Isuckatbeingagirl ', ' J Depp is innocent', 'Vicky ', 'ForDaMik JohnnyDeppIsInnocent Justice', 'Papaya', 'epiphany', 'Jade', 'Jack', 'hayley frances', 'Ella Stelle', 'Millie ', 'tralala', 'Ang Xim', 'The Phantom of the Opera', 'danijela', 'abbieee', 'Luke', ' negin ', ' MaxQ ', 'True Krdnchki', 'Del a ', 'Marussia00157 ', 'Jujubeans', 'YouGottaBeKiddingMe2121', 'blackrainbowsxo'}",42
{'Reece Knowles'},{'Christ has come believe get rid'},1
{'Gaslighting Gilligan'},"{'ForDaMik JohnnyDeppIsInnocent Justice', 'Ender Buckley', ' BernieBee Mignon Russian Bot'}",3
{'Agent Sweet Liquor '},"{'VladC', 'Dan Low', 'Sandra Deanne', 'D a n i e l l e ', 'sadie ', 'Sarah', 'James Paul Warren', 'Terrell Sanzone RESISTER Bully Hater NY Born', 'whiskymonk', ' ', 'Itza Takahashi', 'L T', 'ANGEL', 'Alexia Hudson Ward', 'ANCHORMAN stan ', 'josh', 'dreaming of you', 'Matches Malone', 'm Jacobsen', 'Bostonian', 'Kelly', 'whippedpancakes', 'Scroll Comment Mute Repeat', 'waytoopolitical', 'Sare s Page MakeSchoolsSafe', 'space chikun', 'Em is fully vaccinated ', 'Akbar Henderson', 'Jojo ', 'Ms Christine ', ' Tyler Williams ', '2021', ' negin ', 'ALD', 'HappyHippyResister', 'Rabbit Of House Atreides', 'Carly ', 'Mo', 'YouGottaBeKiddingMe2121', 'Jackie Holmes', 'Tammie', 'Opal Bay Crossing ', 'Justin'}",43
{'Meghan Sim'},{'The Twisted Samurai'},1
{' Daisy '},"{'Truth at all Costs ', 'Bean', 'Pivitos', 'YouGottaBeKiddingMe2121', 'Keeley Young ', 'Spirit of Dani '}",6
{'Mickey Suvira'},"{'Susan', 'amanda wynn', 'Kountry Waldmignon ', 'brittney of oldstones', 'Lady Stardust ', 'Pussygalore', 'dreaming of you', 'Florena '}",8
{'Jewel Eldora'},{'Dr Jayne B Waldmingon PHD '},1
{'I s a b e l l a'},"{'Fe Nunes', 'Florena ', 'bekindandfullyvaccinated'}",3
{'Fabricio'},{'Aliza Pronounced Aleeza '},1
{'Sam '},"{' ', 'tralala', ' Martpunchispunchis', 'Kountry Waldmignon ', 'love ', 'sharon', 'Andrea Deledda', 'Rachel', 'Frances1985 ', 'magnolia venenosa'}",10
{'Martina Vaira'},"{' ', 'Sally Star', 'AngelaluvDisney', 'ML4a', 'Martina Snape ', 'Bean', 'Kiki Loves Elephants ', 'epiphany', 'Lady Stardust ', ' Thistle ', 'Kris ', 'I m a Dolphin', 'Fluffy Bunny Feet', 'Niki '}",14
{'Sandy ia'},{'love '},1
{'Alex Wragge Neoliberal Globalista '},{'Sum Gal '},1
{'Laura '},"{'inchhighpi', 'TheRealLauraB ', 'Kountry Waldmignon ', 'Bean', 'kate', 'ForDaMik JohnnyDeppIsInnocent Justice', 'Gally '}",7
{'erin'},{'Mellie '},1
{'Kelly'},{'Raiani Freitas'},1
{'Professor Chaos56 JusticeForJohnnyDepp'},"{'Aurora FFP2', ' Melisa Williams ', 'Mellow', 'Sam Cooke ', 'haley ', 'Carola', 'Valeria ', 'trayray nightmare', ' is off ', 'rds AlJacob', 'N', 'Candi', 'frank drebin', 'Andrea Deledda', 'Blue Gansey is kind of on a break', 'Hellennehellenne ', 'TealiciousSnark', 'Amy D', 'Frostea ', 'La', 'senator dani wald mignon ', 'Andreea DeppHead of Romania Cacoveanu', 'Horae of Peace'}",23
{'Ros'},"{'Joanna', 'Aviana2015', 'Paula ', 'Ra l S JusticeForJohnnyDepp', 'blahbydodaday', 'Kountry Waldmignon ', 'Christine Mignon ', 'Anna', 'Papaya', 'Clive Bixby', 'Erika with a K', 'epiphany', 'Darya', 'Alejandra ', 'am thatdepphead', 'SummerB', 'WolfRider', 'Horae of Peace'}",18
{'C L Taylorson'},{'Sally Star'},1
{'Monsieur B'},{'bertboz'},1
{'Raven Stein Miller'},"{'Gally ', 'Quincy', 'Kelly Smahlt'}",3
{'GN'},"{'Lara Depp', ' is off '}",2
{'CAudsandHims'},"{'Kerri McCoy', 'Horae of Peace'}",2
{' TheOnePhun211 Comms OPEN '},{'Opal Bay Crossing '},1
{'Bom Bolland'},"{'Edward Alvarez', 'Black Bell', 'jl', 'Ra l S JusticeForJohnnyDepp', 'Sandra Deanne', 'Gally ', 'Tia', 'Jo', ' ', 'Aishacat ', 'Van', 'Princess Consuela Bananahammock', ' JusticeForJohnnyDepp', 'Blue Gansey is kind of on a break', 'magnolia venenosa', 'Sambo', ' Annalee Perez ', 'Iesu Mawr ', 'danijela', 'Bellhelly', 'Kate justice for all ', 'Broken Flashbacks and Whiskey', 'Frances1985 ', 'True Krdnchki', 'moch', 'Vanessa Lares', 'Eloisa', 'Doug In London ', 'YouGottaBeKiddingMe2121', 'Quincy', 'Raiani Freitas', 'powpowpunch', 'Niki '}",33
{'Avatar Briana'},{'Rachel'},1
{'Emu'},"{'YouGottaBeKiddingMe2121', 'Victoria Breakwell Wald Mignon '}",2
{'little mirrorball'},{'senator dani wald mignon '},1
{'TheBiggestBoy'},"{'I s a b e l l a', 'Zuckerwaffe ', 'Milla Topolini ', 'Miss4Tune', 'Wi no na da tattoo do fracassado do Diep', 'Lady Stardust ', 'Palps', 'JessaLou', 'Niki '}",9
{' '},"{'Joanna Woodley', 'Kountry Waldmignon ', 'Ewinters Wald Mignon', 'Sally Star'}",4
{'El Duderino '},"{'Ewinters Wald Mignon', 'JohnnyDeppDeservesBetter'}",2
{'gigi s madeline'},"{'', 'honey volk', 'Ra l S JusticeForJohnnyDepp', 'Sandra Deanne', 'ChippedCup', 'Kelly Smahlt', 'YoNoHe Sido', 'Colonel Kurtz', 'Nadine ', 'Sarah', 'Andy', 'Austin Olson', 'THINA OG KPOP STAN ', ' Mindy King ', 'Gonja', 'Andrea Andy ', ' ', 'snazzywinx', 'Hermeline ', 'Susan', 'Dee ', 'Libby JusticeForJohnnyDepp', 'Evidence Matters', 'Hannah Chutzpah ', 'Tammie', 'Carol', 'Poppins', 'Martina Snape ', 'Cookie depp', 'jackie findlay', 'Stepney', 'Steven Capobianco Moonlight Blade 11k 46 000 ', 'Dani', 'SweetChastity', 'SageUnicorn', ' JusticeForJohnnyDepp', 'MJJJusticeProject 1Billion4MJ', 'Adorkable Ally', 'Blue Gansey is kind of on a break', 'Eiji JPCH', 'Schwalbaa ', 'FB The Secrets of Jessica', ' M LYGOOMB ', 'LL', 'TheMadRatter Gwennafran ', 'Tinita', 'Chacun fait c qui lui pla t ', 'Alex Kohnstamm', 'Swampy Boi', 'Stacey Skirving ', 'Nicola Thompson', 'Hawke JusticeForJohnnyDepp', 'Tom ResistPresident Biden Harris ', 'Johnny Supporter 1043', 'Kountry Waldmignon ', 'lex ', 'Dale Cleary ', 'Vanessa Lares', 'Farra Lomasney', 'Carrie Norris', 'Quincy', 'powpowpunch'}",62
{'THEE Goku Black HereComesTheBOOM'},"{'Mayerk', 'TheRealLauraB ', ' Thistle ', 'EleanaBelle', ' ', 'Woman ', 'Engeltje', 'laura ', 'Fe Nunes', 'loryKapp', 'G A B R I E L A ', 'Alice', 'Joanna Woodley', 'Zach Prutsman', 'Ang Xim', 'danijela', 'Viv ', 'Kilpikonnanyst v ', 'moch', 'Living dead gurl', 'MB', 'Vintage Sanwin', 'Rachael', 'John Smith', 'Prussian Blue'}",25
{'Mwende Kimeu'},{'John Smith'},1
{'That dumb b tch'},{'tracey powell'},1
{'Le Kit ses geekeries '},"{'TheMadRatter Gwennafran ', 'Aliza Pronounced Aleeza '}",2
{'sage'},{'Aishacat '},1
{'Natural Noona '},"{' ', 'Andreea DeppHead of Romania Cacoveanu', 'Andrea Deledda', 'La'}",4
{'Tempest'},"{' ', 'Princess Consuela Bananahammock', 'TheRealLauraB '}",3
{'Kr'},"{' ', 'Lara Depp'}",2
{'Tris'},{'Tilda B '},1
{'Ms Lady'},"{'Colonel Kurtz', 'katt', 'feminist2020', 'Aubiegail'}",4
{' l xiao my beloved'},{'Caitlin'},1
{'Charles Moss Holiday Commissions are open '},{'Nor33 '},1
{'AZian Channo'},"{'Ace Riley ', 'Emily Renon', 'Martina Vaira'}",3
{' archived '},"{'YouGottaBeKiddingMe2121', 'epiphany', 'KathyKat'}",3
{'Dyana Ramos'},"{'Masiz shams', 'Leslie Audrey', 'Sandra Deanne', 'Kim', 'Krystal', 'Maisy nwh era', ' ', 'Susan', 'Michelle T', 'Belinda ', 'lea', 'Cookie depp', 'Anna', 'Nym', 'n o u r ', 'Clarissa', 'Rahaki 2', 'carley', 'Madi', 'Lee KingKill Productions', 'earth angel ', 'Abi ', 'Ravyvn Lily Fire', 'Mohamed Mazhar', 'A Simple Redhead', 'Gina', 'RoyaltiD DeppWarriors', 'Navy Blue VicStan Sophie Rose ', 'Fluffy Bunny Feet', 'You know it makes sense ', 'Tammy Bloome', 'nella', 'A', 'bling pipe ', 'Johnny s Angel ', 'Alejandra ', 'Frankie 14 TeamYeet ', 'Linda O Bot ', ' JFJD', 'Robin Wald Mignon I support THE TRUTH ', 'Delia'}",41
{'Marcel Arcaya'},{'Sandra Deanne'},1
{'Jamie'},{' Katie Waldman Depphead'},1
{'hazelDEEZnuts'},{'naneliz'},1
{'Gunner Dobbins'},"{' ', 'I s a b e l l a', 'Libby JusticeForJohnnyDepp', 'Ra l S JusticeForJohnnyDepp', 'Sweetest Sands ustice or ohnny epp ', 'Sara ', 'love ', 'Emmalou', 'Cheryl Armistead ', 'bekindandfullyvaccinated', 'Blue Rose', 'Kinsey Crosby'}",12
{'Fe Nunes'},{'senator dani wald mignon '},1
{'Kimini Kricket'},{'Bazarette74'},1
{'sam BER ETERNITY'},"{'Kris ', 'Jeon Ji hye', ' JusticeForJohnnyDepp'}",3
{'Kawaii Deathcore Weeb'},{'Sandra Deanne'},1
{'javi '},{'TheLadyAutist'},1
{'mungkin depi'},"{' ', 'Sally Star', 'Mellie ', 'love ', 'Kilpikonnanyst v '}",5
{'Alex Oliveira'},{' Om Dr mm '},1
{'nickCicc2 IMO world betterment soldier'},"{'AngelaluvDisney', 'S ', 'Victoria Reilly', 'love ', 'Breathtaking', 'Jelly Bean ', 'David Nkela', 'RideOrDis', 'donotfallintothetrap', 'Lonely Abandoned Beagle', 'Elisa Day', 'Matt', 'Susan', ' ', 'L T', 'Hadeed Butt', 'Redox', 'KimmhyDepp ', 'epiphany', 'Van', 'Teri Carson ', 'Ellen Speybrouck', 'Jack', 'Mrs John Christopher Depp II', 'YOITSMORBIUSINPAIN', 'Dean Dent', 'Dee', ' Alicia Jewell ', 'Frostea ', 'Tom', 'Patrick Nestor III', 'Fluffy Bunny Feet', 'Frances1985 ', 'Luke', 'Kerri McCoy', 'Jerrie Depp', 'j oa ny ', 'Jay The Hawkmaestro', 'Sarah Louise'}",39
{' is off '},"{'TheRealLauraB ', 'danijela', 'Kilpikonnanyst v ', 'Alejandra ', 'Pussygalore'}",5
{'jazlyn'},{'Marko Survived 2020 '},1
{'Shawz'},{'Lara Depp'},1
{'Savvy Seri '},{'Teri Carson '},1
{'black aurora'},"{'Princess Consuela Bananahammock', 'Ewinters Wald Mignon'}",2
{'Matt A Tat'},{'Jack Ass'},1
{'rogster'},{'Dawnie'},1
{'Luisa'},"{'leah bennett', 'Ra l S JusticeForJohnnyDepp', 'Life s a bitch Now so am I '}",3
{'the AMAZING lana'},{' Martpunchispunchis'},1
{'Nathanael Reyes'},{'ForDaMik JohnnyDeppIsInnocent Justice'},1
{'CY98 IStandWithVic Endgame 8x'},"{'Feldhofer 1 ', ' Mindy King '}",2
{'Robin'},{'Tongo Bozzie '},1
{' GingerFish'},{'Paula '},1
{' feanor '},{'pirate justiceforjohnnydepp'},1
{'mikael'},{'Tongo Bozzie '},1
{'Dizz HereForBritney'},"{'love ', 'Ryan Rodgers', 'UniqueCheema', 'tom ', 'Elisa Day'}",5
{'kt'},"{'Fe Nunes', 'Ra l S JusticeForJohnnyDepp', 'Peanut JusticeForJohnnyDepp ', 'S ', 'Kamala McDaid', 'Emmalou'}",6
{'Kieran Bales'},"{'TheMadRatter Gwennafran ', ' MaxQ ', 'Tongo Bozzie ', 'Mellie ', 'Elisa Day', 'Camilo supremacy '}",6
{'Evan Oliver'},{'Evidence Matters'},1
{'Hollye Rorabaugh'},{' Kerryanne E Wald Mignon '},1
{'Ryan Rodgers'},"{' ', 'Tongo Bozzie ', 'jackie findlay', 'Emily H', 'Nym', 'SimonBarreBrisebois', 'UniqueCheema', 'maddenone', 'You know it makes sense ', 'Spirit of Dani ', 'Ronni has JOMO'}",11
{'Humano despu s de todo'},"{'Kamala McDaid', 'Aurora FFP2', 'inchhighpi'}",3
{'Maria Haselhoff'},{'Cherie'},1
{' '},"{' ', 'Viv ', 'Kei '}",3
{'Sophie'},{'Ghost'},1
{'NicoleCuturia'},"{' ', 'Luke'}",2
{'Tuseef Ashraf'},{'Nor33 '},1
{'whoisjayno'},{'Martina Snape '},1
{' PlummetingFromTheSummit'},"{'Andreea DeppHead of Romania Cacoveanu', 'Kountry Waldmignon ', 'Cheryl ', ' MaxQ '}",4
